TaskID,Instructions,Memory_MB,Input_MB,Output_MB,IO_MB_Total,Inst_per_MB,Predicted_Cost
Task_45315,2628,822,20,75,95,3.193195625759417,50.30141682584108
Task_45316,1152,743,176,128,304,1.5483870967741935,28.423022783266294
Task_45317,2942,762,186,95,281,3.855832241153342,56.702036889965605
Task_45318,2868,611,23,74,97,4.686274509803922,53.5369269119598
Task_45319,2447,489,51,199,250,4.993877551020408,48.22925082162845
Task_45320,1937,259,93,78,171,7.45,38.25082625432699
Task_45321,2506,992,19,108,127,2.523665659617321,49.582964894360565
Task_45322,2518,826,32,128,160,3.0447400241837967,49.44432646172199
Task_45323,1243,85,14,151,165,14.453488372093023,26.333154669732
Task_45324,524,445,108,196,304,1.1748878923766817,17.6109839150625
Task_45325,2411,73,65,132,197,32.58108108108108,44.757369191307475
Task_45326,922,804,63,121,184,1.1453416149068323,24.296396617041555
Task_45327,1922,867,99,168,267,2.2142857142857144,40.94451137309846
Task_45328,2539,526,74,120,194,4.817836812144212,49.37287723151881
Task_45329,1576,127,153,186,339,12.3125,32.955767053727975
Task_45330,2022,866,54,196,250,2.332179930795848,42.64769706475571
Task_45331,2582,759,50,145,195,3.3973684210526316,50.89273219067109
Task_45332,2484,917,74,51,125,2.7058823529411766,48.54669226698846
Task_45333,2604,882,121,91,212,2.9490373725934313,51.28890816211077
Task_45334,2154,130,106,189,295,16.442748091603054,41.88765712522502
Task_45335,2161,812,33,83,116,2.658056580565806,43.37660335879348
Task_45336,1399,866,120,125,245,1.6136101499423299,32.47735872573181
Task_45337,1463,961,138,150,288,1.5207900207900207,33.987360659987296
Task_45338,2768,221,153,93,246,12.468468468468469,51.94462287919779
Task_45339,2364,272,126,67,193,8.659340659340659,45.09831512650379
Task_45340,793,242,160,39,199,3.263374485596708,19.879256921130406
Task_45341,1950,564,105,103,208,3.4513274336283186,40.07444629067842
Task_45342,1235,756,61,153,214,1.631439894319683,29.566599259645344
Task_45343,1960,681,39,21,60,2.873900293255132,38.16778644042381
Task_45344,2989,635,161,128,289,4.699685534591195,57.156287501956456
Task_45345,1622,974,165,17,182,1.6635897435897435,34.828402009497914
Task_45346,2946,597,73,131,204,4.926421404682274,56.10202943453876
Task_45347,706,164,120,117,237,4.278787878787878,18.959436231721188
Task_45348,1710,907,126,66,192,1.8832599118942732,36.755890058631444
Task_45349,2098,663,67,148,215,3.1596385542168677,42.95092924009086
Task_45350,1653,173,172,57,229,9.5,33.44349202876202
Task_45351,1430,157,180,95,275,9.050632911392405,30.4504792998587
Task_45352,506,955,21,59,80,0.5292887029288703,16.471130346695542
Task_45353,2883,270,32,56,88,10.638376383763838,52.298875751947605
Task_45354,1314,1008,192,155,347,1.3022794846382557,32.020877346039825
Task_45355,2584,154,140,13,153,16.670967741935485,46.966742984094225
Task_45356,2864,950,38,90,128,3.0115667718191377,55.22395983699162
Task_45357,1644,825,39,54,93,1.9903147699757868,34.56149166993523
Task_45358,1375,754,53,43,96,1.8211920529801324,29.72971056653891
Task_45359,2271,841,10,186,196,2.697149643705463,46.09975728962936
Task_45360,1605,776,21,39,60,2.0656370656370657,32.86253683188436
Task_45361,2566,421,64,25,89,6.080568720379147,47.333657908533354
Task_45362,1249,423,141,39,180,2.9457547169811322,27.412755667585106
Task_45363,1050,121,149,155,304,8.60655737704918,24.46078326633376
Task_45364,1433,841,100,24,124,1.7019002375296912,31.20958546025568
Task_45365,738,632,137,193,330,1.1658767772511849,21.693650378550746
Task_45366,933,665,45,60,105,1.4009009009009008,22.614068516497877
Task_45367,2054,783,96,192,288,2.6198979591836733,42.95466645384022
Task_45368,2180,925,63,133,196,2.3542116630669545,44.96826864517405
Task_45369,1701,690,20,92,112,2.4616497829232995,35.71035654562738
Task_45370,1004,494,169,128,297,2.0282828282828285,25.313164960357465
Task_45371,693,780,52,122,174,0.8873239436619719,20.640308168176478
Task_45372,1660,373,167,139,306,4.438502673796791,35.36575677954507
Task_45373,1570,880,44,69,113,1.7820658342792282,34.01801074675155
Task_45374,1466,292,88,20,108,5.003412969283277,29.723397881508134
Task_45375,2500,173,79,168,247,14.367816091954023,47.4663888303661
Task_45376,697,698,195,17,212,0.9971387696709585,19.732772901418745
Task_45377,1902,350,91,198,289,5.418803418803419,39.17750625355263
Task_45378,2655,823,90,175,265,3.2220873786407767,52.46955486970797
Task_45379,1369,466,170,14,184,2.931477516059957,29.318863000342798
Task_45380,1660,295,13,199,212,5.608108108108108,34.82771068833021
Task_45381,2223,738,77,102,179,3.0081190798376185,44.75907588272932
Task_45382,2692,653,170,154,324,4.116207951070336,52.70544922228254
Task_45383,1767,586,167,132,299,3.0102214650766608,37.69881763848496
Task_45384,635,162,45,54,99,3.895705521472393,16.13481416624943
Task_45385,1844,559,23,119,142,3.2928571428571427,37.900424826475366
Task_45386,2218,351,141,28,169,6.301136363636363,42.43755421608575
Task_45387,2164,124,146,117,263,17.312,41.763580668660616
Task_45388,2062,459,164,130,294,4.482608695652174,41.939106203481224
Task_45389,1425,761,71,14,85,1.8700787401574803,30.357598708362904
Task_45390,829,976,120,14,134,0.8485158648925282,22.137028277278024
Task_45391,736,546,188,105,293,1.3455210237659962,21.140424522308752
Task_45392,946,755,45,132,177,1.2513227513227514,24.2906183724639
Task_45393,892,757,173,130,303,1.1767810026385224,24.306733176250802
Task_45394,1005,625,119,39,158,1.6054313099041533,24.00072444579692
Task_45395,632,771,128,12,140,0.8186528497409327,18.388306448925512
Task_45396,1463,314,180,23,203,4.644444444444445,30.700161789752077
Task_45397,1670,667,153,196,349,2.5,36.73644288336343
Task_45398,1454,812,107,143,250,1.7884378843788438,33.24333292230926
Task_45399,815,166,147,58,205,4.880239520958084,20.076617046665714
Task_45400,2114,922,126,133,259,2.2903575297941496,44.069062430369
Task_45401,2347,219,131,147,278,10.668181818181818,45.577310366702115
Task_45402,617,243,34,169,203,2.528688524590164,18.058761294851482
Task_45403,2287,573,120,56,176,3.984320557491289,44.627895581489206
Task_45404,1194,661,92,95,187,1.8036253776435045,28.303323320101907
Task_45405,711,927,24,52,76,0.7661637931034483,19.558831142229447
Task_45406,2303,683,31,108,139,3.3669590643274856,45.45040734409917
Task_45407,725,636,100,28,128,1.1381475667189953,19.65985447917412
Task_45408,2768,615,184,116,300,4.4935064935064934,53.624339304036575
Task_45409,1313,323,198,168,366,4.052469135802469,30.026616104784143
Task_45410,1663,938,54,178,232,1.7710330138445154,37.0622884481584
Task_45411,2816,674,174,21,195,4.1718518518518515,53.184038348570276
Task_45412,1904,234,156,26,182,8.102127659574467,37.140745634193514
Task_45413,1442,147,35,148,183,9.743243243243244,30.016162535570757
Task_45414,1012,955,161,184,345,1.0585774058577406,27.034725541350355
Task_45415,2309,643,68,78,146,3.5854037267080745,45.33954013929815
Task_45416,1856,886,181,126,307,2.092446448703495,40.074945506746715
Task_45417,2217,499,64,65,129,4.434,43.23463328900434
Task_45418,1162,845,15,74,89,1.3735224586288417,27.0675906142344
Task_45419,592,603,197,149,346,0.9801324503311258,19.30415911211729
Task_45420,1964,312,153,24,177,6.274760383386582,38.30951280048331
Task_45421,2657,367,17,154,171,7.220108695652174,50.275399487372624
Task_45422,2808,1008,42,172,214,2.7829534192269576,55.20254977297977
Task_45423,2827,734,34,49,83,3.8462585034013603,52.67015543210055
Task_45424,1408,443,80,130,210,3.171171171171171,31.284991265679555
Task_45425,935,388,45,179,224,2.403598971722365,23.63263027568638
Task_45426,1130,950,45,163,208,1.188222923238696,28.250725310880714
Task_45427,1905,90,169,101,270,20.934065934065934,37.269361140395276
Task_45428,2684,852,85,152,237,3.1465416178194605,52.858096809408835
Task_45429,685,143,74,172,246,4.756944444444445,18.798772440923372
Task_45430,627,801,112,173,285,0.7817955112219451,20.256204896223576
Task_45431,1285,128,45,31,76,9.96124031007752,25.517074163920896
Task_45432,2334,639,24,68,92,3.646875,45.04304604715292
Task_45433,1560,491,155,175,330,3.1707317073170733,34.32328313613905
Task_45434,869,380,81,90,171,2.2808398950131235,21.91670876393576
Task_45435,1475,325,35,196,231,4.524539877300613,32.05713496005484
Task_45436,2850,283,40,51,91,10.035211267605634,51.79797856270085
Task_45437,1909,408,200,48,248,4.667481662591687,38.33592463999522
Task_45438,2682,380,11,21,32,7.039370078740157,48.48445106836172
Task_45439,1228,813,33,32,65,1.5085995085995085,27.113704067195062
Task_45440,805,755,161,67,228,1.0648148148148149,22.048220012505848
Task_45441,2787,910,111,65,176,3.0592755214050493,53.59873708184406
Task_45442,2939,335,134,168,302,8.74702380952381,55.49402310517761
Task_45443,689,265,57,22,79,2.5902255639097747,16.869463309100887
Task_45444,2572,423,104,63,167,6.066037735849057,48.589208514893954
Task_45445,1150,889,29,195,224,1.2921348314606742,28.519112999264127
Task_45446,2474,613,128,120,248,4.029315960912052,48.73333798231315
Task_45447,2571,163,13,78,91,15.676829268292684,46.909380860731574
Task_45448,2716,692,60,88,148,3.919191919191919,51.96197923733172
Task_45449,1442,657,113,73,186,2.1914893617021276,31.62165930642955
Task_45450,2820,491,165,52,217,5.7317073170731705,53.16822913092034
Task_45451,1116,762,122,132,254,1.4626474442988204,27.666642585996367
Task_45452,1448,107,175,167,342,13.407407407407407,30.569103249123696
Task_45453,954,872,73,84,157,1.092783505154639,24.420655988927166
Task_45454,1237,202,196,148,344,6.093596059113301,28.288307882242147
Task_45455,2408,814,11,77,88,2.954601226993865,46.70222239850676
Task_45456,1178,485,107,91,198,2.4238683127572016,27.392817410236855
Task_45457,632,726,53,70,123,0.8693259972489684,18.740529838104443
Task_45458,2279,419,189,159,348,5.4261904761904765,45.52934683369691
Task_45459,769,592,162,119,281,1.296795952782462,21.720951955022752
Task_45460,1059,787,27,137,164,1.3439086294416243,26.349675795220538
Task_45461,1735,819,104,33,137,2.1158536585365852,36.13888878567226
Task_45462,2836,175,111,137,248,16.113636363636363,52.57709350669446
Task_45463,2351,672,194,93,287,3.4933135215453195,47.042966905154564
Task_45464,2114,334,63,21,84,6.3104477611940295,39.83086442810504
Task_45465,2514,784,67,84,151,3.202547770700637,48.9949382020009
Task_45466,1411,888,48,165,213,1.5871766029246344,32.74782402664844
Task_45467,616,670,142,121,263,0.9180327868852459,19.478471148747616
Task_45468,1760,886,69,25,94,1.984216459977452,36.3286495414867
Task_45469,2807,119,168,22,190,23.391666666666666,50.722474127790996
Task_45470,1089,872,110,65,175,1.2474226804123711,26.610528619307292
Task_45471,2345,775,22,23,45,3.0219072164948453,44.52009198578341
Task_45472,2890,544,181,187,368,5.302752293577981,55.7390598610948
Task_45473,717,104,192,14,206,6.828571428571428,17.63785822488153
Task_45474,1890,261,194,94,288,7.213740458015267,38.423408781105586
Task_45475,1348,601,65,51,116,2.2392026578073088,29.371101269737014
Task_45476,1292,837,109,186,295,1.541766109785203,30.977464405396432
Task_45477,1797,122,38,108,146,14.609756097560975,34.93657030067473
Task_45478,2053,632,103,17,120,3.2432859399684046,40.11981035960492
Task_45479,1014,658,121,14,135,1.5386949924127467,23.979490913095628
Task_45480,1542,391,112,31,143,3.933673469387755,31.7399148632214
Task_45481,2370,931,19,13,32,2.5429184549356223,45.14186620399931
Task_45482,1384,598,165,176,341,2.310517529215359,31.92509391284945
Task_45483,2904,964,196,44,240,3.0093264248704665,55.79502309591877
Task_45484,2726,999,189,200,389,2.726,54.69116232329949
Task_45485,2431,576,33,78,111,4.213171577123051,46.81036144910964
Task_45486,1226,802,45,123,168,1.526774595267746,28.973930650529525
Task_45487,2485,348,69,197,266,7.1203438395415475,48.35966885034287
Task_45488,1544,580,92,139,231,2.657487091222031,33.92981706863863
Task_45489,2267,766,37,17,54,2.955671447196871,43.18457328822219
Task_45490,1694,517,124,177,301,3.27027027027027,36.39951556625258
Task_45491,1742,593,186,40,226,2.9326599326599325,36.17627251052857
Task_45492,1708,694,112,67,179,2.4575539568345324,35.828369170394474
Task_45493,706,235,29,125,154,2.9915254237288136,18.816426963248777
Task_45494,718,928,198,167,365,0.7728740581270183,22.442207628198833
Task_45495,2238,817,191,93,284,2.7359413202933984,45.6948147733137
Task_45496,2159,671,38,56,94,3.212797619047619,42.25775297131212
Task_45497,1671,803,174,10,184,2.078358208955224,35.18340980827805
Task_45498,561,488,78,24,102,1.147239263803681,16.272665053921717
Task_45499,877,288,21,49,70,3.0346020761245676,19.978375488541587
Task_45500,524,537,95,176,271,0.9739776951672863,17.785815383533166
Task_45501,1932,475,100,84,184,4.0588235294117645,38.87365173414974
Task_45502,1333,259,37,46,83,5.126923076923077,27.40431069798463
Task_45503,1945,172,35,170,205,11.242774566473988,38.414858256632655
Task_45504,1845,694,43,145,188,2.6546762589928057,38.768964408201896
Task_45505,1727,187,61,160,221,9.186170212765957,35.64420539715919
Task_45506,2174,448,12,137,149,4.841870824053452,42.72941729850145
Task_45507,2661,774,56,79,135,3.4335483870967742,51.364835071768795
Task_45508,1481,434,84,126,210,3.4045977011494255,32.325783415858055
Task_45509,1157,537,135,95,230,2.150557620817844,27.49200420560209
Task_45510,2122,800,25,48,73,2.6491885143570535,41.29291027050204
Task_45511,824,205,134,194,328,4.0,21.77449023506611
Task_45512,2238,553,137,160,297,4.03971119133574,45.08451625250395
Task_45513,1520,664,187,124,311,2.2857142857142856,34.07436134541914
Task_45514,1367,859,32,39,71,1.5895348837209302,29.42326698164419
Task_45515,1813,960,138,34,172,1.886576482830385,38.13281087911857
Task_45516,2108,342,79,169,248,6.145772594752186,42.2633410869959
Task_45517,1977,1009,147,79,226,1.9574257425742574,41.64794996266827
Task_45518,2358,671,195,32,227,3.5089285714285716,46.18620301577292
Task_45519,984,675,170,20,190,1.455621301775148,24.058668907430256
Task_45520,2691,367,169,92,261,7.3125,51.28414808220245
Task_45521,752,512,189,163,352,1.46588693957115,21.625316616916923
Task_45522,1508,641,115,67,182,2.3489096573208723,32.51133461596745
Task_45523,1230,898,102,33,135,1.3681868743047831,28.37130052304991
Task_45524,2166,337,141,21,162,6.408284023668639,41.421452015214406
Task_45525,1214,695,55,45,100,1.7442528735632183,26.942481957850685
Task_45526,952,547,92,124,216,1.7372262773722629,24.34903498187751
Task_45527,1789,370,67,11,78,4.822102425876011,34.52496375925542
Task_45528,2891,948,137,111,248,3.0463645943097997,56.38066728016353
Task_45529,2064,156,193,159,352,13.146496815286625,40.929181580884695
Task_45530,1081,682,128,83,211,1.582723279648609,26.33421666395681
Task_45531,512,243,89,116,205,2.098360655737705,16.3432047155067
Task_45532,2490,600,127,120,247,4.143094841930116,48.94086323954613
Task_45533,1983,715,65,48,113,2.7695530726256985,39.51788528413477
Task_45534,832,713,63,15,78,1.165266106442577,20.478476636963595
Task_45535,707,643,31,144,175,1.0978260869565217,20.276679033701978
Task_45536,1030,998,24,10,34,1.031031031031031,24.131621492820372
Task_45537,2959,851,146,160,306,3.473004694835681,57.48754038841398
Task_45538,1458,796,93,27,120,1.8293601003764115,31.55306333917346
Task_45539,2273,820,73,119,192,2.7685749086479903,46.07450408919977
Task_45540,622,820,62,148,210,0.7576126674786845,19.92007014101167
Task_45541,2627,808,119,71,190,3.2472187886279356,50.990072914919104
Task_45542,736,690,48,199,247,1.065123010130246,21.452061234820068
Task_45543,692,342,108,100,208,2.0174927113702625,19.454509914202703
Task_45544,2555,266,50,154,204,9.569288389513108,48.90483118107621
Task_45545,2378,896,143,76,219,2.6510590858416947,47.54592557114035
Task_45546,856,81,13,33,46,10.439024390243903,18.210253640907364
Task_45547,1191,379,143,23,166,3.1342105263157896,26.296301712977453
Task_45548,792,915,185,111,296,0.8646288209606987,23.158055436325473
Task_45549,1544,471,166,187,353,3.2711864406779663,34.12764181094819
Task_45550,1956,431,52,107,159,4.527777777777778,39.371091235770656
Task_45551,1535,641,13,170,183,2.3909657320872273,33.60769725769211
Task_45552,1968,536,67,75,142,3.664804469273743,39.48924964207396
Task_45553,1905,670,116,24,140,2.8390461997019374,38.272297111300766
Task_45554,2002,169,39,198,237,11.776470588235295,39.58531647153621
Task_45555,820,1019,57,101,158,0.803921568627451,23.052501354280892
Task_45556,679,200,11,89,100,3.3781094527363185,17.705092355475603
Task_45557,2881,306,104,43,147,9.384364820846905,52.63302471797727
Task_45558,2537,381,34,64,98,6.641361256544503,47.41748902015281
Task_45559,2742,148,13,149,162,18.40268456375839,50.327274611905445
Task_45560,2715,92,67,68,135,29.193548387096776,48.64844707495794
Task_45561,1577,508,100,63,163,3.0982318271119844,33.11414969736289
Task_45562,966,236,85,15,100,4.075949367088608,21.542913404433733
Task_45563,644,256,96,82,178,2.5058365758754864,17.8414547270042
Task_45564,2529,591,128,44,172,4.27195945945946,48.296088763034874
Task_45565,610,89,128,22,150,6.777777777777778,15.293808692083786
Task_45566,1396,830,99,80,179,1.6799037304452467,31.481282299369983
Task_45567,2908,384,56,57,113,7.5532467532467535,53.388246248803966
Task_45568,2613,263,72,103,175,9.897727272727273,49.476643984557334
Task_45569,2850,175,44,159,203,16.193181818181817,52.65629870120333
Task_45570,2213,888,13,196,209,2.489313835770529,45.45474094117079
Task_45571,899,78,144,199,343,11.379746835443038,21.8166828475246
Task_45572,1049,150,74,18,92,6.947019867549669,22.372327425894742
Task_45573,997,787,73,173,246,1.265228426395939,25.96463775646713
Task_45574,2401,981,93,199,292,2.445010183299389,49.15813360844905
Task_45575,602,582,137,88,225,1.032590051457976,18.475809119679436
Task_45576,2379,163,37,72,109,14.50609756097561,43.96246933000247
Task_45577,1179,1017,18,101,119,1.1581532416502947,28.379503902311356
Task_45578,2318,123,130,148,278,18.693548387096776,44.29466915193791
Task_45579,2638,986,34,133,167,2.67274569402229,51.998472972706516
Task_45580,649,224,124,89,213,2.8844444444444446,18.214771243503886
Task_45581,923,939,101,11,112,0.9819148936170212,23.41743373461639
Task_45582,876,611,48,27,75,1.4313725490196079,20.856554278641216
Task_45583,1751,306,59,182,241,5.703583061889251,36.508026280428524
Task_45584,2186,196,160,23,183,11.096446700507615,41.40615816186206
Task_45585,731,365,67,172,239,1.9972677595628416,20.511692522206292
Task_45586,2397,683,98,46,144,3.504385964912281,46.19030488689496
Task_45587,550,309,182,87,269,1.7741935483870968,17.09665010727928
Task_45588,1987,403,65,105,170,4.9183168316831685,39.911922897517904
Task_45589,2107,678,170,30,200,3.1030927835051547,42.11807667608375
Task_45590,2561,392,53,13,66,6.516539440203562,46.621160240766585
Task_45591,1014,446,152,112,264,2.2684563758389262,25.148202875640845
Task_45592,1313,384,67,67,134,3.4103896103896103,28.535401963587805
Task_45593,1230,564,38,118,156,2.1769911504424777,28.16021218606016
Task_45594,1714,506,27,74,101,3.380670611439842,34.97927733023755
Task_45595,1053,320,117,101,218,3.2803738317757007,25.139964237918367
Task_45596,2826,515,81,169,250,5.476744186046512,54.177376277639326
Task_45597,1193,808,112,190,302,1.4746600741656366,29.34521529253787
Task_45598,2496,260,165,174,339,9.563218390804598,48.398863701022954
Task_45599,2191,567,99,101,200,3.857394366197183,43.86290840527693
Task_45600,861,884,12,176,188,0.9728813559322034,23.67651648770925
Task_45601,1921,987,149,99,248,1.944331983805668,41.098682567717205
Task_45602,2483,499,49,164,213,4.966,48.578302919719846
Task_45603,603,668,47,76,123,0.9013452914798207,18.116377992378304
Task_45604,715,963,172,42,214,0.741701244813278,20.998185498281845
Task_45605,734,177,68,80,148,4.123595505617978,18.483836765123986
Task_45606,1370,663,54,126,180,2.0632530120481927,31.085234528870103
Task_45607,2603,509,96,57,153,5.103921568627451,49.15801129440131
Task_45608,2013,964,154,25,179,2.0860103626943007,41.170535804004565
Task_45609,2674,805,139,16,155,3.3176178660049627,50.82912854940822
Task_45610,860,274,55,33,88,3.1272727272727274,19.94443635240266
Task_45611,1798,819,81,93,174,2.1926829268292685,38.262268714258454
Task_45612,2496,315,67,44,111,7.89873417721519,46.23165512459775
Task_45613,1028,603,113,68,181,1.7019867549668874,24.77904207876925
Task_45614,1789,682,150,177,327,2.6193265007320643,38.54135800698043
Task_45615,1509,783,29,103,132,1.9247448979591837,33.23324624137772
Task_45616,2383,542,112,96,208,4.388581952117864,46.87394731866211
Task_45617,2210,190,57,48,105,11.570680628272251,41.34189971363193
Task_45618,1642,511,136,44,180,3.20703125,33.93355094107503
Task_45619,2202,164,19,125,144,13.345454545454546,41.57266619410917
Task_45620,588,477,78,146,224,1.2301255230125523,18.37167481269561
Task_45621,2867,585,168,25,193,4.892491467576792,53.752648309291914
Task_45622,2003,210,176,88,264,9.492890995260664,39.709802519229385
Task_45623,2487,137,83,30,113,18.02173913043478,45.08737678677418
Task_45624,2928,288,83,123,206,10.131487889273357,54.708165912139684
Task_45625,959,363,123,72,195,2.6346153846153846,23.227132202322576
Task_45626,1622,778,56,117,173,2.0821566110397947,35.50102686203113
Task_45627,946,126,139,148,287,7.448818897637795,22.77318986813971
Task_45628,1150,104,63,25,88,10.952380952380953,23.24532870638846
Task_45629,1123,899,167,41,208,1.2477777777777779,27.234534738172652
Task_45630,2062,916,19,22,41,2.248636859323882,40.40997329342739
Task_45631,2359,334,184,132,316,7.04179104477612,46.32771446287078
Task_45632,2911,76,174,175,349,37.8051948051948,53.31454393680843
Task_45633,1051,731,143,56,199,1.435792349726776,25.794539438728574
Task_45634,1682,124,30,37,67,13.456,31.787283363898947
Task_45635,575,941,26,54,80,0.6104033970276008,18.028034292530297
Task_45636,1497,499,121,121,242,2.994,32.87553412411761
Task_45637,1759,896,192,83,275,1.9609810479375698,38.06846367855985
Task_45638,2412,280,180,39,219,8.583629893238435,45.684328002449014
Task_45639,1596,157,157,25,182,10.10126582278481,31.756028675042284
Task_45640,2950,955,44,193,237,3.085774058577406,57.42174409327362
Task_45641,922,171,96,104,200,5.3604651162790695,22.206765904929288
Task_45642,2533,438,51,109,160,5.769931662870159,48.56202318891342
Task_45643,1642,874,43,50,93,1.8765714285714286,34.48700936383307
Task_45644,1878,68,177,137,314,27.217391304347824,36.88154056766435
Task_45645,2179,228,144,46,190,9.51528384279476,41.697351158440334
Task_45646,2451,262,154,159,313,9.319391634980988,47.55585654797153
Task_45647,1229,418,105,21,126,2.9331742243436754,26.70102679720409
Task_45648,1118,836,179,101,280,1.3357228195937874,28.027578042423272
Task_45649,2063,197,29,161,190,10.419191919191919,40.703625061559244
Task_45650,1680,424,80,117,197,3.9529411764705884,35.4512749248668
Task_45651,2567,348,120,193,313,7.355300859598854,49.74118970478338
Task_45652,1543,1002,197,151,348,1.538384845463609,35.654088091153795
Task_45653,2483,247,11,140,151,10.012096774193548,46.92301212186923
Task_45654,1505,450,147,132,279,3.337028824833703,33.02922557755859
Task_45655,1275,849,69,169,238,1.5,30.589350950375437
Task_45656,2129,898,22,86,108,2.368186874304783,42.93946004456035
Task_45657,2893,317,95,115,210,9.09748427672956,54.28125053483182
Task_45658,1555,868,30,167,197,1.7894131185270425,34.85494834279066
Task_45659,2248,668,83,150,233,3.3602391629297457,45.358025840580105
Task_45660,1648,614,98,136,234,2.6796747967479675,35.62928073257567
Task_45661,2590,999,128,10,138,2.59,50.05180868261584
Task_45662,2255,985,26,109,135,2.287018255578093,45.65503278490983
Task_45663,652,116,116,178,294,5.572649572649572,18.081753076550587
Task_45664,2058,802,147,38,185,2.5628891656288917,41.549917139379566
Task_45665,2262,878,175,144,319,2.573378839590444,46.563526499106615
Task_45666,1362,900,194,30,224,1.51165371809101,31.117793683706946
Task_45667,2910,344,170,53,223,8.434782608695652,54.134533130081735
Task_45668,2452,830,16,41,57,2.950661853188929,46.64679053121984
Task_45669,2739,893,116,45,161,3.063758389261745,52.28423547895852
Task_45670,1605,261,127,60,187,6.125954198473282,32.90000806197842
Task_45671,1112,510,138,23,161,2.176125244618395,25.31774049918245
Task_45672,1161,831,143,53,196,1.3954326923076923,27.84812516499537
Task_45673,2574,397,129,22,151,6.467336683417085,48.03641558405139
Task_45674,2590,488,24,146,170,5.296523517382413,49.71391752767057
Task_45675,741,364,53,170,223,2.03013698630137,20.63926372293619
Task_45676,2354,96,184,175,359,24.2680412371134,44.75552270794706
Task_45677,2374,500,42,169,211,4.738522954091817,46.70707793628451
Task_45678,1495,277,185,18,203,5.377697841726619,30.887070579372743
Task_45679,2666,930,141,116,257,2.8635875402792696,52.806956547147365
Task_45680,2245,744,45,164,209,3.0134228187919465,45.40852040621106
Task_45681,2556,598,47,83,130,4.267111853088481,49.07158015290103
Task_45682,740,900,22,195,217,0.8213096559378469,21.91876393972957
Task_45683,1744,556,12,160,172,3.1310592459605027,36.64250998649634
Task_45684,1237,868,140,185,325,1.4234752589182968,30.310345081580383
Task_45685,2406,965,140,197,337,2.4906832298136647,49.27545024581921
Task_45686,2142,297,129,128,257,7.1879194630872485,42.4976205803642
Task_45687,524,948,177,199,376,0.5521601685985248,19.56578119731656
Task_45688,2109,902,89,88,177,2.335548172757475,43.09334741203157
Task_45689,2143,274,86,76,162,7.792727272727273,41.358908398514345
Task_45690,731,254,120,148,268,2.8666666666666667,20.129937151454943
Task_45691,2873,743,49,15,64,3.861559139784946,52.70586936474634
Task_45692,611,167,18,150,168,3.636904761904762,16.863005410394077
Task_45693,852,310,106,18,124,2.739549839228296,20.14519778768259
Task_45694,2747,781,23,151,174,3.5127877237851663,53.33507671973141
Task_45695,1028,258,179,126,305,3.969111969111969,24.970636442776208
Task_45696,1033,865,161,29,190,1.1928406466512702,25.674825904582715
Task_45697,1994,424,57,169,226,4.691764705882353,40.65887117464584
Task_45698,998,64,114,146,260,15.353846153846154,22.921498842193945
Task_45699,898,771,196,138,334,1.1632124352331605,24.596624990541883
Task_45700,612,91,40,41,81,6.6521739130434785,14.859408852906938
Task_45701,1857,569,149,84,233,3.2578947368421054,38.40874387376902
Task_45702,2104,532,94,65,159,3.947467166979362,41.44986892955488
Task_45703,1599,733,65,167,232,2.178474114441417,35.37371512228994
Task_45704,2878,475,16,44,60,6.046218487394958,52.185324477676716
Task_45705,2640,893,26,118,144,2.953020134228188,51.51543822430631
Task_45706,1283,559,163,119,282,2.2910714285714286,29.853845027891353
Task_45707,1555,577,20,90,110,2.690311418685121,32.907076964493555
Task_45708,1280,592,54,116,170,2.1585160202360876,29.37155491564629
Task_45709,582,325,195,28,223,1.7852760736196318,16.921080115784637
Task_45710,1705,119,65,144,209,14.208333333333334,34.41251157479645
Task_45711,2177,386,100,175,275,5.625322997416021,43.501158010207206
Task_45712,696,370,106,20,126,1.876010781671159,18.018652383417948
Task_45713,757,708,77,119,196,1.0677009873060648,21.531934982894114
Task_45714,1619,77,38,182,220,20.756410256410255,32.572441290351534
Task_45715,1409,478,40,196,236,2.941544885177453,31.51117324029539
Task_45716,669,1000,96,69,165,0.6683316683316683,20.61413844733746
Task_45717,1499,119,70,139,209,12.491666666666667,31.176629420581335
Task_45718,1226,906,176,45,221,1.3517089305402425,28.93157813375276
Task_45719,678,454,116,151,267,1.4901098901098901,19.883140199654385
Task_45720,2955,894,167,86,253,3.3016759776536313,56.94759748434643
Task_45721,2574,319,139,43,182,8.04375,48.06698295492831
Task_45722,2507,198,138,11,149,12.597989949748744,46.251168251590855
Task_45723,2517,852,169,116,285,2.950762016412661,50.32834501013696
Task_45724,2272,570,124,142,266,3.978984238178634,45.51098375798014
Task_45725,2533,879,15,111,126,2.878409090909091,49.78522382186824
Task_45726,1507,222,23,120,143,6.757847533632287,31.473036565503374
Task_45727,2442,924,84,190,274,2.64,49.47117800374326
Task_45728,2793,641,162,176,338,4.350467289719626,54.36234441432907
Task_45729,1899,917,142,24,166,2.0686274509803924,39.191592219435144
Task_45730,1275,963,18,164,182,1.3226141078838174,30.31737247867531
Task_45731,2302,1018,169,41,210,2.2590775269872423,46.3010794066142
Task_45732,1771,150,186,104,290,11.728476821192054,35.89333607836726
Task_45733,2599,276,199,132,331,9.382671480144404,49.98715454408424
Task_45734,2438,552,159,188,347,4.4086799276672695,48.51458452158683
Task_45735,1196,959,125,40,165,1.2458333333333333,28.309704764453667
